@relation datacopy2

@attribute inputsize numeric
@attribute STS numeric
@attribute TT numeric

@data
175000,0.16,115.92
175000,0.161,115.92
175000,0.162,115.92
175000,0.163,115.92
175000,0.164,115.92
175000,0.165,115.92
175000,0.166,115.92
175000,0.167,115.92
175000,0.168,115.92
175000,0.169,115.92
180000,0.16,122.07
180000,0.161,122.07
180000,0.162,122.07
180000,0.163,122.07
180000,0.164,122.07
180000,0.165,122.07
180000,0.166,122.07
180000,0.167,122.07
180000,0.168,122.07
180000,0.169,122.07
185000,0.16,129.11
185000,0.161,129.11
185000,0.162,129.11
185000,0.163,129.11
185000,0.164,129.11
185000,0.165,129.11
185000,0.166,129.11
185000,0.167,129.11
185000,0.168,129.11
185000,0.169,129.11
190000,0.16,136.72
190000,0.161,136.72
190000,0.162,136.72
190000,0.163,136.72
190000,0.164,136.72
190000,0.165,136.72
190000,0.166,136.72
190000,0.167,136.72
190000,0.168,136.72
190000,0.169,136.72
195000,0.16,145.07
195000,0.161,145.07
195000,0.162,145.07
195000,0.163,145.07
195000,0.164,145.07
195000,0.165,145.07
195000,0.166,145.07
195000,0.167,145.07
195000,0.168,145.07
195000,0.169,145.07
200000,0.16,157.85
200000,0.161,157.85
200000,0.162,157.85
200000,0.163,157.85
200000,0.164,157.85
200000,0.165,157.85
200000,0.166,157.85
200000,0.167,157.85
200000,0.168,157.85
200000,0.169,157.85
205000,0.16,164.63
205000,0.161,164.63
205000,0.162,164.63
205000,0.163,164.63
205000,0.164,164.63
205000,0.165,164.63
205000,0.166,164.63
205000,0.167,164.63
205000,0.168,164.63
205000,0.169,164.63
210000,0.16,174.56
210000,0.161,174.56
210000,0.162,174.56
210000,0.163,174.56
210000,0.164,174.56
210000,0.165,174.56
210000,0.166,174.56
210000,0.167,174.56
210000,0.168,174.56
210000,0.169,174.56
215000,0.16,183.41
215000,0.161,183.41
215000,0.162,183.41
215000,0.163,183.41
215000,0.164,183.41
215000,0.165,183.41
215000,0.166,183.41
215000,0.167,183.41
215000,0.168,183.41
215000,0.169,183.41
220000,0.16,196.98
220000,0.161,196.98
220000,0.162,196.98
220000,0.163,196.98
220000,0.164,196.98
220000,0.165,196.98
220000,0.166,196.98
220000,0.167,196.98
220000,0.168,196.98
220000,0.169,196.98
225000,0.16,198.04
225000,0.161,198.04
225000,0.162,198.04
225000,0.163,198.04
225000,0.164,198.04
225000,0.165,198.04
225000,0.166,198.04
225000,0.167,198.04
225000,0.168,198.04
225000,0.169,198.04
230000,0.16,211.99
230000,0.161,211.99
230000,0.162,211.99
230000,0.163,211.99
230000,0.164,211.99
230000,0.165,211.99
230000,0.166,211.99
230000,0.167,211.99
230000,0.168,211.99
230000,0.169,211.99
235000,0.16,216.8
235000,0.161,216.8
235000,0.162,216.8
235000,0.163,216.8
235000,0.164,216.8
235000,0.165,216.8
235000,0.166,216.8
235000,0.167,216.8
235000,0.168,216.8
235000,0.169,216.8
240000,0.16,226.49
240000,0.161,226.49
240000,0.162,226.49
240000,0.163,226.49
240000,0.164,226.49
240000,0.165,226.49
240000,0.166,226.49
240000,0.167,226.49
240000,0.168,226.49
240000,0.169,226.49
245000,0.16,230.29
245000,0.161,230.29
245000,0.162,230.29
245000,0.163,230.29
245000,0.164,230.29
245000,0.165,230.29
245000,0.166,230.29
245000,0.167,230.29
245000,0.168,230.29
245000,0.169,230.29
250000,0.16,245.56
250000,0.161,245.56
250000,0.162,245.56
250000,0.163,245.56
250000,0.164,245.56
250000,0.165,245.56
250000,0.166,245.56
250000,0.167,245.56
250000,0.168,245.56
250000,0.169,245.56
255000,0.16,254.55
255000,0.161,254.55
255000,0.162,254.55
255000,0.163,254.55
255000,0.164,254.55
255000,0.165,254.55
255000,0.166,254.55
255000,0.167,254.55
255000,0.168,254.55
255000,0.169,254.55
260000,0.16,255.9
260000,0.161,255.9
260000,0.162,255.9
260000,0.163,255.9
260000,0.164,255.9
260000,0.165,255.9
260000,0.166,255.9
260000,0.167,255.9
260000,0.168,255.9
260000,0.169,255.9
265000,0.16,266.04
265000,0.161,266.04
265000,0.162,266.04
265000,0.163,266.04
265000,0.164,266.04
265000,0.165,266.04
265000,0.166,266.04
265000,0.167,266.04
265000,0.168,266.04
265000,0.169,266.04
270000,0.16,277.65
270000,0.161,277.65
270000,0.162,277.65
270000,0.163,277.65
270000,0.164,277.65
270000,0.165,277.65
270000,0.166,277.65
270000,0.167,277.65
270000,0.168,277.65
270000,0.169,277.65
275000,0.16,297.65
275000,0.161,297.65
275000,0.162,297.65
275000,0.163,297.65
275000,0.164,297.65
275000,0.165,297.65
275000,0.166,297.65
275000,0.167,297.65
275000,0.168,297.65
275000,0.169,297.65
280000,0.16,296.77
280000,0.161,296.77
280000,0.162,296.77
280000,0.163,296.77
280000,0.164,296.77
280000,0.165,296.77
280000,0.166,296.77
280000,0.167,296.77
280000,0.168,296.77
280000,0.169,296.77
285000,0.16,317.77
285000,0.161,317.77
285000,0.162,317.77
285000,0.163,317.77
285000,0.164,317.77
285000,0.165,317.77
285000,0.166,317.77
285000,0.167,317.77
285000,0.168,317.77
285000,0.169,317.77
290000,0.16,331.57
290000,0.161,331.57
290000,0.162,331.57
290000,0.163,331.57
290000,0.164,331.57
290000,0.165,331.57
290000,0.166,331.57
290000,0.167,331.57
290000,0.168,331.57
290000,0.169,331.57
295000,0.16,336.03
295000,0.161,336.03
295000,0.162,336.03
295000,0.163,336.03
295000,0.164,336.03
295000,0.165,336.03
295000,0.166,336.03
295000,0.167,336.03
295000,0.168,336.03
295000,0.169,336.03
300000,0.16,347.56
300000,0.161,347.56
300000,0.162,347.56
300000,0.163,347.56
300000,0.164,347.56
300000,0.165,347.56
300000,0.166,347.56
300000,0.167,347.56
300000,0.168,347.56
300000,0.169,347.56
305000,0.16,355.74
305000,0.161,355.74
305000,0.162,355.74
305000,0.163,355.74
305000,0.164,355.74
305000,0.165,355.74
305000,0.166,355.74
305000,0.167,355.74
305000,0.168,355.74
305000,0.169,355.74
310000,0.16,363.43
310000,0.161,363.43
310000,0.162,363.43
310000,0.163,363.43
310000,0.164,363.43
310000,0.165,363.43
310000,0.166,363.43
310000,0.167,363.43
310000,0.168,363.43
310000,0.169,363.43
315000,0.16,375.16
315000,0.161,375.16
315000,0.162,375.16
315000,0.163,375.16
315000,0.164,375.16
315000,0.165,375.16
315000,0.166,375.16
315000,0.167,375.16
315000,0.168,375.16
315000,0.169,375.16
320000,0.16,387.82
320000,0.161,387.82
320000,0.162,387.82
320000,0.163,387.82
320000,0.164,387.82
320000,0.165,387.82
320000,0.166,387.82
320000,0.167,387.82
320000,0.168,387.82
320000,0.169,387.82
325000,0.16,401.28
325000,0.161,401.28
325000,0.162,401.28
325000,0.163,401.28
325000,0.164,401.28
325000,0.165,401.28
325000,0.166,401.28
325000,0.167,401.28
325000,0.168,401.28
325000,0.169,401.28
330000,0.16,413.46
330000,0.161,413.46
330000,0.162,413.46
330000,0.163,413.46
330000,0.164,413.46
330000,0.165,413.46
330000,0.166,413.46
330000,0.167,413.46
330000,0.168,413.46
330000,0.169,413.46
335000,0.16,424.21
335000,0.161,424.21
335000,0.162,424.21
335000,0.163,424.21
335000,0.164,424.21
335000,0.165,424.21
335000,0.166,424.21
335000,0.167,424.21
335000,0.168,424.21
335000,0.169,424.21
340000,0.16,437.17
340000,0.161,437.17
340000,0.162,437.17
340000,0.163,437.17
340000,0.164,437.17
340000,0.165,437.17
340000,0.166,437.17
340000,0.167,437.17
340000,0.168,437.17
340000,0.169,437.17
345000,0.16,449.79
345000,0.161,449.79
345000,0.162,449.79
345000,0.163,449.79
345000,0.164,449.79
345000,0.165,449.79
345000,0.166,449.79
345000,0.167,449.79
345000,0.168,449.79
345000,0.169,449.79
350000,0.16,463.22
350000,0.161,463.22
350000,0.162,463.22
350000,0.163,463.22
350000,0.164,463.22
350000,0.165,463.22
350000,0.166,463.22
350000,0.167,463.22
350000,0.168,463.22
350000,0.169,463.22
355000,0.16,478.68
355000,0.161,478.68
355000,0.162,478.68
355000,0.163,478.68
355000,0.164,478.68
355000,0.165,478.68
355000,0.166,478.68
355000,0.167,478.68
355000,0.168,478.68
355000,0.169,478.68
360000,0.16,490.38
360000,0.161,490.38
360000,0.162,490.38
360000,0.163,490.38
360000,0.164,490.38
360000,0.165,490.38
360000,0.166,490.38
360000,0.167,490.38
360000,0.168,490.38
360000,0.169,490.38
365000,0.16,503.82
365000,0.161,503.82
365000,0.162,503.82
365000,0.163,503.82
365000,0.164,503.82
365000,0.165,503.82
365000,0.166,503.82
365000,0.167,503.82
365000,0.168,503.82
365000,0.169,503.82
370000,0.16,518.49
370000,0.161,518.49
370000,0.162,518.49
370000,0.163,518.49
370000,0.164,518.49
370000,0.165,518.49
370000,0.166,518.49
370000,0.167,518.49
370000,0.168,518.49
370000,0.169,518.49
375000,0.16,531.87
375000,0.161,531.87
375000,0.162,531.87
375000,0.163,531.87
375000,0.164,531.87
375000,0.165,531.87
375000,0.166,531.87
375000,0.167,531.87
375000,0.168,531.87
375000,0.169,531.87
380000,0.16,549.16
380000,0.161,549.16
380000,0.162,549.16
380000,0.163,549.16
380000,0.164,549.16
380000,0.165,549.16
380000,0.166,549.16
380000,0.167,549.16
380000,0.168,549.16
380000,0.169,549.16
385000,0.16,561.15
385000,0.161,561.15
385000,0.162,561.15
385000,0.163,561.15
385000,0.164,561.15
385000,0.165,561.15
385000,0.166,561.15
385000,0.167,561.15
385000,0.168,561.15
385000,0.169,561.15
390000,0.16,575.84
390000,0.161,575.84
390000,0.162,575.84
390000,0.163,575.84
390000,0.164,575.84
390000,0.165,575.84
390000,0.166,575.84
390000,0.167,575.84
390000,0.168,575.84
390000,0.169,575.84
395000,0.16,590.71
395000,0.161,590.71
395000,0.162,590.71
395000,0.163,590.71
395000,0.164,590.71
395000,0.165,590.71
395000,0.166,590.71
395000,0.167,590.71
395000,0.168,590.71
395000,0.169,590.71
400000,0.16,605.78
400000,0.161,605.78
400000,0.162,605.78
400000,0.163,605.78
400000,0.164,605.78
400000,0.165,605.78
400000,0.166,605.78
400000,0.167,605.78
400000,0.168,605.78
400000,0.169,605.78
405000,0.16,621.79
405000,0.161,621.79
405000,0.162,621.79
405000,0.163,621.79
405000,0.164,621.79
405000,0.165,621.79
405000,0.166,621.79
405000,0.167,621.79
405000,0.168,621.79
405000,0.169,621.79
410000,0.16,636.38
410000,0.161,636.38
410000,0.162,636.38
410000,0.163,636.38
410000,0.164,636.38
410000,0.165,636.38
410000,0.166,636.38
410000,0.167,636.38
410000,0.168,636.38
410000,0.169,636.38
415000,0.16,653.55
415000,0.161,653.55
415000,0.162,653.55
415000,0.163,653.55
415000,0.164,653.55
415000,0.165,653.55
415000,0.166,653.55
415000,0.167,653.55
415000,0.168,653.55
415000,0.169,653.55
420000,0.16,671.15
420000,0.161,671.15
420000,0.162,671.15
420000,0.163,671.15
420000,0.164,671.15
420000,0.165,671.15
420000,0.166,671.15
420000,0.167,671.15
420000,0.168,671.15
420000,0.169,671.15
425000,0.16,682.6
425000,0.161,682.6
425000,0.162,682.6
425000,0.163,682.6
425000,0.164,682.6
425000,0.165,682.6
425000,0.166,682.6
425000,0.167,682.6
425000,0.168,682.6
425000,0.169,682.6
430000,0.16,698.96
430000,0.161,698.96
430000,0.162,698.96
430000,0.163,698.96
430000,0.164,698.96
430000,0.165,698.96
430000,0.166,698.96
430000,0.167,698.96
430000,0.168,698.96
430000,0.169,698.96
435000,0.16,716.36
435000,0.161,716.36
435000,0.162,716.36
435000,0.163,716.36
435000,0.164,716.36
435000,0.165,716.36
435000,0.166,716.36
435000,0.167,716.36
435000,0.168,716.36
435000,0.169,716.36
440000,0.16,733.23
440000,0.161,733.23
440000,0.162,733.23
440000,0.163,733.23
440000,0.164,733.23
440000,0.165,733.23
440000,0.166,733.23
440000,0.167,733.23
440000,0.168,733.23
440000,0.169,733.23
445000,0.16,752.65
445000,0.161,752.65
445000,0.162,752.65
445000,0.163,752.65
445000,0.164,752.65
445000,0.165,752.65
445000,0.166,752.65
445000,0.167,752.65
445000,0.168,752.65
445000,0.169,752.65
450000,0.16,765.28
450000,0.161,765.28
450000,0.162,765.28
450000,0.163,765.28
450000,0.164,765.28
450000,0.165,765.28
450000,0.166,765.28
450000,0.167,765.28
450000,0.168,765.28
450000,0.169,765.28
455000,0.16,782.84
455000,0.161,782.84
455000,0.162,782.84
455000,0.163,782.84
455000,0.164,782.84
455000,0.165,782.84
455000,0.166,782.84
455000,0.167,782.84
455000,0.168,782.84
455000,0.169,782.84
460000,0.16,801.43
460000,0.161,801.43
460000,0.162,801.43
460000,0.163,801.43
460000,0.164,801.43
460000,0.165,801.43
460000,0.166,801.43
460000,0.167,801.43
460000,0.168,801.43
460000,0.169,801.43
465000,0.16,816.46
465000,0.161,816.46
465000,0.162,816.46
465000,0.163,816.46
465000,0.164,816.46
465000,0.165,816.46
465000,0.166,816.46
465000,0.167,816.46
465000,0.168,816.46
465000,0.169,816.46
470000,0.16,836.84
470000,0.161,836.84
470000,0.162,836.84
470000,0.163,836.84
470000,0.164,836.84
470000,0.165,836.84
470000,0.166,836.84
470000,0.167,836.84
470000,0.168,836.84
470000,0.169,836.84
475000,0.16,855.05
475000,0.161,855.05
475000,0.162,855.05
475000,0.163,855.05
475000,0.164,855.05
475000,0.165,855.05
475000,0.166,855.05
475000,0.167,855.05
475000,0.168,855.05
475000,0.169,855.05
480000,0.16,871.89
480000,0.161,871.89
480000,0.162,871.89
480000,0.163,871.89
480000,0.164,871.89
480000,0.165,871.89
480000,0.166,871.89
480000,0.167,871.89
480000,0.168,871.89
480000,0.169,871.89
485000,0.16,892.85
485000,0.161,892.85
485000,0.162,892.85
485000,0.163,892.85
485000,0.164,892.85
485000,0.165,892.85
485000,0.166,892.85
485000,0.167,892.85
485000,0.168,892.85
485000,0.169,892.85
490000,0.16,909.53
490000,0.161,909.53
490000,0.162,909.53
490000,0.163,909.53
490000,0.164,909.53
490000,0.165,909.53
490000,0.166,909.53
490000,0.167,909.53
490000,0.168,909.53
490000,0.169,909.53
495000,0.16,929.76
495000,0.161,929.76
495000,0.162,929.76
495000,0.163,929.76
495000,0.164,929.76
495000,0.165,929.76
495000,0.166,929.76
495000,0.167,929.76
495000,0.168,929.76
495000,0.169,929.76
500000,0.16,947.92
500000,0.161,947.92
500000,0.162,947.92
500000,0.163,947.92
500000,0.164,947.92
500000,0.165,947.92
500000,0.166,947.92
500000,0.167,947.92
500000,0.168,947.92
500000,0.169,947.92
505000,0.16,964.1
505000,0.161,964.1
505000,0.162,964.1
505000,0.163,964.1
505000,0.164,964.1
505000,0.165,964.1
505000,0.166,964.1
505000,0.167,964.1
505000,0.168,964.1
505000,0.169,964.1
510000,0.16,987.55
510000,0.161,987.55
510000,0.162,987.55
510000,0.163,987.55
510000,0.164,987.55
510000,0.165,987.55
510000,0.166,987.55
510000,0.167,987.55
510000,0.168,987.55
510000,0.169,987.55
515000,0.16,1003.07
515000,0.161,1003.07
515000,0.162,1003.07
515000,0.163,1003.07
515000,0.164,1003.07
515000,0.165,1003.07
515000,0.166,1003.07
515000,0.167,1003.07
515000,0.168,1003.07
515000,0.169,1003.07
520000,0.16,1021.95
520000,0.161,1021.95
520000,0.162,1021.95
520000,0.163,1021.95
520000,0.164,1021.95
520000,0.165,1021.95
520000,0.166,1021.95
520000,0.167,1021.95
520000,0.168,1021.95
520000,0.169,1021.95
525000,0.16,1040.62
525000,0.161,1040.62
525000,0.162,1040.62
525000,0.163,1040.62
525000,0.164,1040.62
525000,0.165,1040.62
525000,0.166,1040.62
525000,0.167,1040.62
525000,0.168,1040.62
525000,0.169,1040.62
530000,0.16,1061.63
530000,0.161,1061.63
530000,0.162,1061.63
530000,0.163,1061.63
530000,0.164,1061.63
530000,0.165,1061.63
530000,0.166,1061.63
530000,0.167,1061.63
530000,0.168,1061.63
530000,0.169,1061.63
535000,0.16,1089.05
535000,0.161,1089.05
535000,0.162,1089.05
535000,0.163,1089.05
535000,0.164,1089.05
535000,0.165,1089.05
535000,0.166,1089.05
535000,0.167,1089.05
535000,0.168,1089.05
535000,0.169,1089.05
540000,0.16,1102.64
540000,0.161,1102.64
540000,0.162,1102.64
540000,0.163,1102.64
540000,0.164,1102.64
540000,0.165,1102.64
540000,0.166,1102.64
540000,0.167,1102.64
540000,0.168,1102.64
540000,0.169,1102.64
545000,0.16,1125.52
545000,0.161,1125.52
545000,0.162,1125.52
545000,0.163,1125.52
545000,0.164,1125.52
545000,0.165,1125.52
545000,0.166,1125.52
545000,0.167,1125.52
545000,0.168,1125.52
545000,0.169,1125.52
550000,0.16,1143.53
550000,0.161,1143.53
550000,0.162,1143.53
550000,0.163,1143.53
550000,0.164,1143.53
550000,0.165,1143.53
550000,0.166,1143.53
550000,0.167,1143.53
550000,0.168,1143.53
550000,0.169,1143.53
555000,0.16,1163.1
555000,0.161,1163.1
555000,0.162,1163.1
555000,0.163,1163.1
555000,0.164,1163.1
555000,0.165,1163.1
555000,0.166,1163.1
555000,0.167,1163.1
555000,0.168,1163.1
555000,0.169,1163.1
560000,0.16,1189.83
560000,0.161,1189.83
560000,0.162,1189.83
560000,0.163,1189.83
560000,0.164,1189.83
560000,0.165,1189.83
560000,0.166,1189.83
560000,0.167,1189.83
560000,0.168,1189.83
560000,0.169,1189.83
565000,0.16,1209.6
565000,0.161,1209.6
565000,0.162,1209.6
565000,0.163,1209.6
565000,0.164,1209.6
565000,0.165,1209.6
565000,0.166,1209.6
565000,0.167,1209.6
565000,0.168,1209.6
565000,0.169,1209.6
570000,0.16,1228.85
570000,0.161,1228.85
570000,0.162,1228.85
570000,0.163,1228.85
570000,0.164,1228.85
570000,0.165,1228.85
570000,0.166,1228.85
570000,0.167,1228.85
570000,0.168,1228.85
570000,0.169,1228.85
575000,0.16,1253.6
575000,0.161,1253.6
575000,0.162,1253.6
575000,0.163,1253.6
575000,0.164,1253.6
575000,0.165,1253.6
575000,0.166,1253.6
575000,0.167,1253.6
575000,0.168,1253.6
575000,0.169,1253.6
580000,0.16,1274.62
580000,0.161,1274.62
580000,0.162,1274.62
580000,0.163,1274.62
580000,0.164,1274.62
580000,0.165,1274.62
580000,0.166,1274.62
580000,0.167,1274.62
580000,0.168,1274.62
580000,0.169,1274.62
585000,0.16,1297.31
585000,0.161,1297.31
585000,0.162,1297.31
585000,0.163,1297.31
585000,0.164,1297.31
585000,0.165,1297.31
585000,0.166,1297.31
585000,0.167,1297.31
585000,0.168,1297.31
585000,0.169,1297.31
590000,0.16,1318.98
590000,0.161,1318.98
590000,0.162,1318.98
590000,0.163,1318.98
590000,0.164,1318.98
590000,0.165,1318.98
590000,0.166,1318.98
590000,0.167,1318.98
590000,0.168,1318.98
590000,0.169,1318.98
595000,0.16,1342.93
595000,0.161,1342.93
595000,0.162,1342.93
595000,0.163,1342.93
595000,0.164,1342.93
595000,0.165,1342.93
595000,0.166,1342.93
595000,0.167,1342.93
595000,0.168,1342.93
595000,0.169,1342.93
600000,0.16,1363.85
600000,0.161,1363.85
600000,0.162,1363.85
600000,0.163,1363.85
600000,0.164,1363.85
600000,0.165,1363.85
600000,0.166,1363.85
600000,0.167,1363.85
600000,0.168,1363.85
600000,0.169,1363.85
605000,0.16,1382.59
605000,0.161,1382.59
605000,0.162,1382.59
605000,0.163,1382.59
605000,0.164,1382.59
605000,0.165,1382.59
605000,0.166,1382.59
605000,0.167,1382.59
605000,0.168,1382.59
605000,0.169,1382.59
610000,0.16,1407.79
610000,0.161,1407.79
610000,0.162,1407.79
610000,0.163,1407.79
610000,0.164,1407.79
610000,0.165,1407.79
610000,0.166,1407.79
610000,0.167,1407.79
610000,0.168,1407.79
610000,0.169,1407.79
615000,0.16,1430.5
615000,0.161,1430.5
615000,0.162,1430.5
615000,0.163,1430.5
615000,0.164,1430.5
615000,0.165,1430.5
615000,0.166,1430.5
615000,0.167,1430.5
615000,0.168,1430.5
615000,0.169,1430.5
620000,0.16,794.44
620000,0.161,794.44
620000,0.162,794.44
620000,0.163,794.44
620000,0.164,794.44
620000,0.165,794.44
620000,0.166,794.44
620000,0.167,794.44
620000,0.168,794.44
620000,0.169,794.44
10000,0.16,0.34
10000,0.161,0.34
10000,0.162,0.34
10000,0.163,0.34
10000,0.164,0.34
10000,0.165,0.34
10000,0.166,0.34
10000,0.167,0.34
10000,0.168,0.34
10000,0.169,0.34
15000,0.16,0.76
15000,0.161,0.76
15000,0.162,0.76
15000,0.163,0.76
15000,0.164,0.76
15000,0.165,0.76
15000,0.166,0.76
15000,0.167,0.76
15000,0.168,0.76
15000,0.169,0.76
20000,0.16,1.38
20000,0.161,1.38
20000,0.162,1.38
20000,0.163,1.38
20000,0.164,1.38
20000,0.165,1.38
20000,0.166,1.38
20000,0.167,1.38
20000,0.168,1.38
20000,0.169,1.38
25000,0.16,2.2
25000,0.161,2.2
25000,0.162,2.2
25000,0.163,2.2
25000,0.164,2.2
25000,0.165,2.2
25000,0.166,2.2
25000,0.167,2.2
25000,0.168,2.2
25000,0.169,2.2
30000,0.16,3.21
30000,0.161,3.21
30000,0.162,3.21
30000,0.163,3.21
30000,0.164,3.21
30000,0.165,3.21
30000,0.166,3.21
30000,0.167,3.21
30000,0.168,3.21
30000,0.169,3.21
35000,0.16,4.42
35000,0.161,4.42
35000,0.162,4.42
35000,0.163,4.42
35000,0.164,4.42
35000,0.165,4.42
35000,0.166,4.42
35000,0.167,4.42
35000,0.168,4.42
35000,0.169,4.42
40000,0.16,5.8
40000,0.161,5.8
40000,0.162,5.8
40000,0.163,5.8
40000,0.164,5.8
40000,0.165,5.8
40000,0.166,5.8
40000,0.167,5.8
40000,0.168,5.8
40000,0.169,5.8
45000,0.16,7.41
45000,0.161,7.41
45000,0.162,7.41
45000,0.163,7.41
45000,0.164,7.41
45000,0.165,7.41
45000,0.166,7.41
45000,0.167,7.41
45000,0.168,7.41
45000,0.169,7.41
50000,0.16,9.21
50000,0.161,9.21
50000,0.162,9.21
50000,0.163,9.21
50000,0.164,9.21
50000,0.165,9.21
50000,0.166,9.21
50000,0.167,9.21
50000,0.168,9.21
50000,0.169,9.21
55000,0.16,11.18
55000,0.161,11.18
55000,0.162,11.18
55000,0.163,11.18
55000,0.164,11.18
55000,0.165,11.18
55000,0.166,11.18
55000,0.167,11.18
55000,0.168,11.18
55000,0.169,11.18
60000,0.16,13.34
60000,0.161,13.34
60000,0.162,13.34
60000,0.163,13.34
60000,0.164,13.34
60000,0.165,13.34
60000,0.166,13.34
60000,0.167,13.34
60000,0.168,13.34
60000,0.169,13.34
65000,0.16,15.73
65000,0.161,15.73
65000,0.162,15.73
65000,0.163,15.73
65000,0.164,15.73
65000,0.165,15.73
65000,0.166,15.73
65000,0.167,15.73
65000,0.168,15.73
65000,0.169,15.73
70000,0.16,18.27
70000,0.161,18.27
70000,0.162,18.27
70000,0.163,18.27
70000,0.164,18.27
70000,0.165,18.27
70000,0.166,18.27
70000,0.167,18.27
70000,0.168,18.27
70000,0.169,18.27
75000,0.16,21.06
75000,0.161,21.06
75000,0.162,21.06
75000,0.163,21.06
75000,0.164,21.06
75000,0.165,21.06
75000,0.166,21.06
75000,0.167,21.06
75000,0.168,21.06
75000,0.169,21.06
80000,0.16,23.96
80000,0.161,23.96
80000,0.162,23.96
80000,0.163,23.96
80000,0.164,23.96
80000,0.165,23.96
80000,0.166,23.96
80000,0.167,23.96
80000,0.168,23.96
80000,0.169,23.96
85000,0.16,27.24
85000,0.161,27.24
85000,0.162,27.24
85000,0.163,27.24
85000,0.164,27.24
85000,0.165,27.24
85000,0.166,27.24
85000,0.167,27.24
85000,0.168,27.24
85000,0.169,27.24
90000,0.16,30.45
90000,0.161,30.45
90000,0.162,30.45
90000,0.163,30.45
90000,0.164,30.45
90000,0.165,30.45
90000,0.166,30.45
90000,0.167,30.45
90000,0.168,30.45
90000,0.169,30.45
95000,0.16,34.02
95000,0.161,34.02
95000,0.162,34.02
95000,0.163,34.02
95000,0.164,34.02
95000,0.165,34.02
95000,0.166,34.02
95000,0.167,34.02
95000,0.168,34.02
95000,0.169,34.02
100000,0.16,37.6
100000,0.161,37.6
100000,0.162,37.6
100000,0.163,37.6
100000,0.164,37.6
100000,0.165,37.6
100000,0.166,37.6
100000,0.167,37.6
100000,0.168,37.6
100000,0.169,37.6
105000,0.16,41.54
105000,0.161,41.54
105000,0.162,41.54
105000,0.163,41.54
105000,0.164,41.54
105000,0.165,41.54
105000,0.166,41.54
105000,0.167,41.54
105000,0.168,41.54
105000,0.169,41.54
110000,0.16,45.66
110000,0.161,45.66
110000,0.162,45.66
110000,0.163,45.66
110000,0.164,45.66
110000,0.165,45.66
110000,0.166,45.66
110000,0.167,45.66
110000,0.168,45.66
110000,0.169,45.66
115000,0.16,49.86
115000,0.161,49.86
115000,0.162,49.86
115000,0.163,49.86
115000,0.164,49.86
115000,0.165,49.86
115000,0.166,49.86
115000,0.167,49.86
115000,0.168,49.86
115000,0.169,49.86
120000,0.16,54.28
120000,0.161,54.28
120000,0.162,54.28
120000,0.163,54.28
120000,0.164,54.28
120000,0.165,54.28
120000,0.166,54.28
120000,0.167,54.28
120000,0.168,54.28
120000,0.169,54.28
125000,0.16,58.9
125000,0.161,58.9
125000,0.162,58.9
125000,0.163,58.9
125000,0.164,58.9
125000,0.165,58.9
125000,0.166,58.9
125000,0.167,58.9
125000,0.168,58.9
125000,0.169,58.9
130000,0.16,63.73
130000,0.161,63.73
130000,0.162,63.73
130000,0.163,63.73
130000,0.164,63.73
130000,0.165,63.73
130000,0.166,63.73
130000,0.167,63.73
130000,0.168,63.73
130000,0.169,63.73
135000,0.16,68.88
135000,0.161,68.88
135000,0.162,68.88
135000,0.163,68.88
135000,0.164,68.88
135000,0.165,68.88
135000,0.166,68.88
135000,0.167,68.88
135000,0.168,68.88
135000,0.169,68.88
140000,0.16,73.87
140000,0.161,73.87
140000,0.162,73.87
140000,0.163,73.87
140000,0.164,73.87
140000,0.165,73.87
140000,0.166,73.87
140000,0.167,73.87
140000,0.168,73.87
140000,0.169,73.87
145000,0.16,79.48
145000,0.161,79.48
145000,0.162,79.48
145000,0.163,79.48
145000,0.164,79.48
145000,0.165,79.48
145000,0.166,79.48
145000,0.167,79.48
145000,0.168,79.48
145000,0.169,79.48
150000,0.16,84.89
150000,0.161,84.89
150000,0.162,84.89
150000,0.163,84.89
150000,0.164,84.89
150000,0.165,84.89
150000,0.166,84.89
150000,0.167,84.89
150000,0.168,84.89
150000,0.169,84.89
155000,0.16,90.95
155000,0.161,90.95
155000,0.162,90.95
155000,0.163,90.95
155000,0.164,90.95
155000,0.165,90.95
155000,0.166,90.95
155000,0.167,90.95
155000,0.168,90.95
155000,0.169,90.95
160000,0.16,96.72
160000,0.161,96.72
160000,0.162,96.72
160000,0.163,96.72
160000,0.164,96.72
160000,0.165,96.72
160000,0.166,96.72
160000,0.167,96.72
160000,0.168,96.72
160000,0.169,96.72
165000,0.16,102.84
165000,0.161,102.84
165000,0.162,102.84
165000,0.163,102.84
165000,0.164,102.84
165000,0.165,102.84
165000,0.166,102.84
165000,0.167,102.84
165000,0.168,102.84
165000,0.169,102.84
170000,0.16,109.2
170000,0.161,109.2
170000,0.162,109.2
170000,0.163,109.2
170000,0.164,109.2
170000,0.165,109.2
170000,0.166,109.2
170000,0.167,109.2
170000,0.168,109.2
170000,0.169,109.2
175000,0.16,115.92
175000,0.161,115.92
175000,0.162,115.92
175000,0.163,115.92
175000,0.164,115.92
175000,0.165,115.92
175000,0.166,115.92
175000,0.167,115.92
175000,0.168,115.92
175000,0.169,115.92
180000,0.16,122.07
180000,0.161,122.07
180000,0.162,122.07
180000,0.163,122.07
180000,0.164,122.07
180000,0.165,122.07
180000,0.166,122.07
180000,0.167,122.07
180000,0.168,122.07
